Area,Bedrooms,Bathrooms,Commune,PostType,District,Direction,Legal,Interior,Width_meters,Floors,Entrancewidth
30.0,6,7,Mỹ Đình 1,Chung cư,Nam Từ Liêm,Đông,Sổ đỏ/Sổ hồng,Đầy đủ,0.0,1,0.0
