,Actual Value,RF,GB,ST
743,183.33000000000007,182.00157189809568,219.71052041845172,212.76752767442775
5265,289.5000000000001,196.30891741306786,226.97000346130073,230.54490917909072
5742,166.99999999999997,181.77000038867715,191.74103224807178,188.30196101960595
6512,76.25000000000001,64.4603836124033,66.67599303726743,66.57307999848553
696,117.01999999999997,74.34438558516324,85.0566791743414,86.5531966279742
6078,66.73,61.98547558066333,55.91990411426802,56.291211583348826
4362,225.00000000000009,88.4710546435659,160.32280220745872,168.5315014773193
4574,192.31,185.26248232237637,244.7309491304515,234.73997426091955
1471,292.85999999999996,161.33978602912347,152.02437114834387,142.20943984226926
5930,63.72000000000003,62.96840311034986,58.913404334931016,59.28536921274369
1454,293.3299999999999,235.742167442585,343.92640290446656,344.76231878764105
4147,18.749999999999996,51.26589551367282,30.698592029460613,25.763307080484747
6248,276.0,182.00486032882495,193.05507804360877,187.93054003452286
2687,90.91000000000004,80.7579955725814,77.35929058270632,76.52535761037915
3350,206.25,179.12551249862716,182.5785119893609,180.26211816683454
5744,121.61999999999999,165.9116748631373,126.26691288986616,116.59826677731851
2431,212.99999999999994,199.246753486799,198.25326371177383,204.91380480222264
1951,143.33,142.64291714325006,129.0113549225218,127.33814110427423
3475,78.94999999999997,63.75831551891156,63.07551919371443,64.73759758748963
4442,378.57,220.9506927142652,360.74623502587235,368.64525135474213
6207,42.21000000000001,59.07988489055722,47.245000712014544,46.79621025476419
1533,290.9099999999999,197.55434533803873,174.29380004672518,180.66904245902
5497,194.11999999999995,178.69948472551891,181.42260848293617,175.97775697539097
5662,167.65000000000006,167.68466997719042,146.80237207250732,146.71925185311795
1074,75.93000000000004,65.27886014948818,66.0479929056626,66.05690574828697
2316,35.16,64.76626033375105,43.63314820563033,44.01405151082815
3626,43.330000000000005,62.33192562750111,36.88164475407357,35.07268544948169
5966,78.27,65.00860271918545,65.10991836325115,66.10393796301827
4264,37.14000000000001,58.67502561166608,49.4835004113196,49.62273259437631
676,30.0,42.02115340723905,23.689630372406867,20.202820021639205
2812,237.50000000000006,157.20662324529118,161.1197752268442,164.1666317533588
5603,132.74000000000004,88.98377450854667,98.13350057835294,101.78791114642189
3948,70.0,64.50656176050154,62.71550581382353,62.809109803362134
3203,78.43000000000002,67.50680111741447,71.87229443020135,72.29739946303799
5002,161.81999999999996,189.66822426431534,186.8628673144883,179.34785671473625
1419,136.00000000000003,143.5980033422877,160.22312247406202,164.73591849905654
393,183.33000000000007,168.54357585183087,164.1627919120812,172.18571181408106
2271,193.94000000000003,174.05308636312867,188.11760870006597,184.82247531707074
5707,50.0,77.54531089814044,57.21419507273638,56.66340987836759
1022,73.99999999999997,78.7795304931791,81.18190923811484,73.02617275481646
3971,36.53999999999999,65.54909160342388,66.8831285607112,65.67343302973774
3114,56.820000000000014,83.42151190446846,70.52206504360653,71.68384865270329
37,213.11000000000004,190.11561137444548,248.98294190330807,271.33096357764356
465,33.73,60.06507301320426,40.740870664500584,39.32159111817143
2346,90.91000000000004,157.33902375020887,146.33133281388436,143.8540297511512
3815,146.34,183.848331977824,181.3705042673666,175.54588884643354
296,182.69000000000005,187.48808441978326,193.92574144841117,192.1881347285023
6033,55.880000000000024,60.215842897666725,52.918070374793544,53.201449725581575
1730,233.00000000000006,194.65730066386337,210.83571738221514,208.07820467863735
2291,270.00000000000006,201.70990396271205,254.13558492381543,257.3557564758206
5087,70.50999999999999,64.22497597896874,66.06171803686293,66.33304760581771
5586,313.6400000000001,204.7193864196599,262.15104356096344,260.3047338889479
611,80.00000000000003,70.39899884497623,78.0883064460353,79.55174124958951
5033,136.58999999999997,184.39546400911945,196.1863788063203,190.32840496149953
2471,177.35999999999996,201.7550671201736,238.91476915311412,256.05155906500363
5982,238.46000000000004,205.06938873186076,222.43766602488958,226.41080775941975
4325,62.99999999999998,60.95549878330319,48.262493731836244,47.985436385892804
3934,60.98,64.07794615644835,63.879069842265594,65.18188850562463
625,165.82999999999998,199.58460651926202,276.5883124442796,287.71178664338197
6551,169.22999999999993,207.78763302559065,216.76313798735302,216.16050760934735
6511,421.25000000000017,200.72992916845124,265.626197565355,272.769328869536
3685,75.40999999999998,68.87573556498702,67.94721289605074,67.16742986197629
4505,87.49999999999996,63.60804136965746,61.940200839538726,63.54424387104025
1507,157.88999999999993,85.04676270890448,126.57109803134779,140.6182845257034
4847,281.7800000000001,182.37023292966194,214.5590839561771,203.9318699135341
2575,51.42999999999999,63.82483167027476,61.83533812099816,61.71725012313637
4190,327.7,201.99454017369845,280.99039032983956,295.2526970239434
503,120.3,151.24969350518043,154.2329535822908,154.68682649573208
681,276.79,212.52764390276235,256.1164267819297,248.82237231685528
828,57.26000000000001,66.9865880629177,70.59731253901359,71.6296670082688
683,292.64999999999986,228.0464126035379,277.3790090978705,288.6752427720965
549,205.00000000000003,167.59182392817414,206.33855243317828,204.6460132570812
3501,50.67000000000001,67.26744672993422,62.925571910334,61.922738914884015
3866,252.00000000000003,186.938263368924,220.605392170436,234.97192179761709
1897,196.25000000000006,190.86406816838698,229.54076241586384,235.90931879569837
535,41.21,61.89931944963311,54.24597289278361,54.65617590549657
3340,105.87999999999995,64.6356827599977,68.36644796736977,71.48070253812288
4313,45.60999999999999,58.62456968726877,50.82152190836689,50.226103179050966
4279,47.02000000000001,59.22897282234691,50.58445178338013,49.937442559016255
2287,244.21999999999994,167.27697957840547,185.18723192388205,183.62466283672723
346,234.38000000000002,192.87276047143865,231.95552874996366,238.203135235435
6068,165.00000000000006,73.23773828994878,99.94949359253702,105.23653356447954
1859,128.46000000000004,162.68337989739064,151.42072268400653,140.0828951066533
1840,252.52999999999992,78.25523900861653,179.36849865266754,191.07753462945695
1090,173.07999999999993,177.90358995660412,208.47141765637008,213.35496625719563
4763,166.49999999999994,185.86503956076592,257.23576430561394,260.9332895812212
1756,60.00000000000001,73.1921248074223,66.36781217861969,64.15533348133135
157,64.99999999999997,73.8436688002339,70.27505301160194,67.60526529415624
351,54.000000000000014,60.77262345376168,53.640597710275514,52.701705475392
3414,46.11000000000001,58.679433733714866,54.51437607589695,52.53242278286638
2509,172.73000000000002,91.76315964889949,123.0878309898195,130.8920305009399
4783,190.0,174.86317239346872,192.7897433251285,193.04855954573515
2915,53.819999999999986,65.81010915867368,57.16862902667805,56.32994196530083
1199,67.52000000000002,67.19756375972665,68.70830326313093,68.71812940080969
2677,71.62999999999997,64.42188253199649,63.697021275091956,63.89643388370767
2716,249.9999999999999,211.49036459087,241.78859986237373,249.49820786453392
1755,148.33000000000004,223.77607066495298,268.75794765125926,262.68947580335515
3326,60.98,58.90454151339876,53.33062559190067,53.55185716948714
4615,72.61999999999999,67.85342642401557,75.00122117553357,75.99189081129045
3400,37.15999999999999,48.16993731625366,39.15245868386827,36.27531917488901
